tenure,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,OnlineBackup_No internet service,TechSupport_No internet service,StreamingMovies_No internet service,DeviceProtection_No internet service,StreamingTV_No internet service,InternetService_No,OnlineSecurity_No internet service,TotalCharges,MonthlyCharges,PaperlessBilling,Churn
72,True,True,True,False,False,False,False,False,False,False,7544.0,105.5,1,0
59,False,True,False,True,True,True,True,True,True,True,1188.25,19.85,0,0
7,True,False,True,False,False,False,False,False,False,False,676.7,89.5,1,1
1,False,False,False,False,False,False,False,False,False,False,74.1,74.1,0,0
30,True,False,True,False,False,False,False,False,False,False,3242.5,107.5,1,0
64,False,True,False,True,True,True,True,True,True,True,1240.15,19.55,0,0
63,False,False,False,False,False,False,False,False,False,False,4111.35,68.8,0,0
72,False,True,False,False,False,False,False,False,False,False,5899.85,84.45,0,0
8,True,False,True,False,False,False,False,False,False,False,632.95,75.0,0,1
62,False,True,False,False,False,False,False,False,False,False,5193.2,84.5,0,0
67,True,True,False,False,False,False,False,False,False,False,7530.8,111.2,1,0
6,False,False,True,False,False,False,False,False,False,False,270.95,44.75,0,1
70,False,True,False,False,False,False,False,False,False,False,5460.2,80.6,1,0
20,True,False,False,False,False,False,False,False,False,False,1614.2,80.7,0,0
5,True,False,True,False,False,False,False,False,False,False,402.5,75.6,0,0
24,False,False,True,False,False,False,False,False,False,False,1367.75,57.6,0,0
11,False,False,True,False,False,False,False,False,False,False,483.7,44.05,1,1
72,True,True,False,False,False,False,False,False,False,False,7962.2,110.6,1,0
66,False,True,False,False,False,False,False,False,False,False,3810.8,58.2,1,0
45,False,True,False,False,False,False,False,False,False,False,3533.6,81.0,1,0
69,False,True,False,True,True,True,True,True,True,True,1396.9,19.7,0,0
15,True,False,False,False,False,False,False,False,False,False,1345.55,85.6,1,1
28,False,False,False,False,False,False,False,False,False,False,1646.45,59.55,1,0
70,True,False,False,False,False,False,False,False,False,False,8127.6,115.55,0,1
36,False,False,False,False,False,False,False,False,False,False,2680.15,75.55,1,0
16,True,False,True,False,False,False,False,False,False,False,1281.0,86.6,1,1
18,True,False,True,False,False,False,False,False,False,False,1553.9,85.2,1,1
34,True,False,True,False,False,False,False,False,False,False,3207.55,97.65,1,1
42,False,False,False,False,False,False,False,False,False,False,2049.05,45.1,1,0
48,False,False,False,False,False,False,False,False,False,False,3629.2,70.95,1,0
47,True,False,True,False,False,False,False,False,False,False,5124.55,109.55,1,1
39,True,False,True,False,False,False,False,False,False,False,3474.45,89.55,1,1
11,False,True,False,True,True,True,True,True,True,True,202.3,20.9,0,0
7,False,False,False,True,True,True,True,True,True,True,147.5,19.95,1,0
3,False,False,False,True,True,True,True,True,True,True,86.35,24.6,0,0
8,False,False,True,False,False,False,False,False,False,False,579.0,66.7,1,0
1,False,False,False,True,True,True,True,True,True,True,19.45,19.45,1,1
32,True,False,False,False,False,False,False,False,False,False,3131.55,94.8,0,0
60,False,False,False,False,False,False,False,False,False,False,3928.3,65.85,1,0
10,False,False,False,True,True,True,True,True,True,True,187.75,19.95,1,0
71,False,True,False,True,True,True,True,True,True,True,1710.15,24.65,1,0
4,False,False,False,True,True,True,True,True,True,True,76.35,20.35,0,1
1,True,False,True,False,False,False,False,False,False,False,69.25,69.25,1,1
43,False,False,False,False,False,False,False,False,False,False,2151.6,51.25,1,0
59,True,False,False,False,False,False,False,False,False,False,5961.1,99.5,1,1
23,False,False,True,False,False,False,False,False,False,False,1221.55,54.25,0,0
72,False,True,False,True,True,True,True,True,True,True,1496.45,19.4,0,0
22,False,False,False,False,False,False,False,False,False,False,1292.2,56.25,1,0
1,False,False,False,False,False,False,False,False,False,False,25.15,25.15,1,0
69,False,True,False,True,True,True,True,True,True,True,1713.1,23.95,0,0
50,False,False,False,False,False,False,False,False,False,False,1748.9,35.4,1,0
1,False,False,True,False,False,False,False,False,False,False,25.2,25.2,1,1
2,False,False,False,False,False,False,False,False,False,False,96.45,45.0,1,1
15,True,False,False,False,False,False,False,False,False,False,1114.55,75.35,0,0
31,False,True,False,True,True,True,True,True,True,True,609.1,20.4,0,0
1,False,False,False,True,True,True,True,True,True,True,20.15,20.15,0,1
66,True,False,False,False,False,False,False,False,False,False,7133.25,105.0,1,1
0,False,True,False,False,False,False,False,False,False,False,56.05,56.05,0,0
3,False,False,False,False,False,False,False,False,False,False,169.45,54.7,1,1
8,False,True,False,True,True,True,True,True,True,True,141.6,20.0,0,0
64,False,False,False,False,False,False,False,False,False,False,4688.65,73.05,1,0
28,False,False,False,True,True,True,True,True,True,True,563.05,20.5,0,0
57,True,False,False,False,False,False,False,False,False,False,5985.0,100.75,1,0
14,True,False,True,False,False,False,False,False,False,False,1258.6,87.25,1,1
19,False,True,False,True,True,True,True,True,True,True,373.5,19.95,1,0
10,True,False,True,False,False,False,False,False,False,False,857.2,79.95,1,1
51,False,False,True,False,False,False,False,False,False,False,2553.35,49.65,1,0
67,False,True,False,False,False,False,False,False,False,False,4322.85,65.65,0,0
11,False,False,True,True,True,True,True,True,True,True,250.8,20.45,1,0
72,False,True,False,False,False,False,False,False,False,False,4549.05,60.95,0,0
66,False,False,True,True,True,True,True,True,True,True,1359.5,20.35,1,0
18,True,False,True,False,False,False,False,False,False,False,1639.3,88.35,1,1
9,False,False,True,True,True,True,True,True,True,True,178.85,19.5,1,0
9,True,False,False,False,False,False,False,False,False,False,633.85,75.2,1,0
48,True,False,False,False,False,False,False,False,False,False,5315.1,111.45,1,0
10,True,False,False,False,False,False,False,False,False,False,735.5,70.15,0,0
9,True,False,True,False,False,False,False,False,False,False,889.9,94.75,1,1
13,True,False,True,False,False,False,False,False,False,False,1290.0,95.05,1,1
4,True,False,True,False,False,False,False,False,False,False,330.05,78.45,0,1
4,True,False,True,False,False,False,False,False,False,False,237.95,70.2,1,1
72,False,True,False,False,False,False,False,False,False,False,6474.4,92.0,0,0
51,False,True,False,False,False,False,False,False,False,False,4421.95,85.5,0,0
59,False,False,False,False,False,False,False,False,False,False,2452.7,41.05,1,1
10,True,False,True,False,False,False,False,False,False,False,813.85,85.6,1,1
61,True,False,True,False,False,False,False,False,False,False,4904.85,82.15,1,0
54,True,False,True,False,False,False,False,False,False,False,4484.05,84.4,0,0
33,False,False,False,False,False,False,False,False,False,False,2033.85,60.9,1,0
27,False,True,False,True,True,True,True,True,True,True,538.2,20.25,1,0
1,True,False,True,False,False,False,False,False,False,False,79.2,79.2,1,1
23,True,False,False,False,False,False,False,False,False,False,2192.9,95.3,0,0
1,False,False,False,True,True,True,True,True,True,True,19.85,19.85,0,0
45,False,True,False,False,False,False,False,False,False,False,3858.05,84.35,1,0
39,False,True,False,True,True,True,True,True,True,True,854.8,19.85,1,0
5,False,False,False,False,False,False,False,False,False,False,347.4,70.0,1,1
72,False,True,False,False,False,False,False,False,False,False,5815.15,82.3,0,0
58,False,False,False,False,False,False,False,False,False,False,3970.4,66.8,1,0
70,False,True,False,False,False,False,False,False,False,False,3058.15,44.6,1,0
61,True,False,False,False,False,False,False,False,False,False,6145.2,98.45,1,0
2,True,False,False,False,False,False,False,False,False,False,129.2,70.7,0,0
46,False,False,False,True,True,True,True,True,True,True,1165.9,24.95,0,0
1,False,False,False,False,False,False,False,False,False,False,49.95,49.95,1,1
22,True,False,True,False,False,False,False,False,False,False,1554.0,69.25,1,1
48,True,True,False,False,False,False,False,False,False,False,4904.25,102.5,1,0
64,False,True,False,False,False,False,False,False,False,False,5632.55,86.55,0,0
72,False,True,False,True,True,True,True,True,True,True,1643.25,24.3,0,0
12,False,False,False,False,False,False,False,False,False,False,740.55,58.35,1,0
34,True,False,True,False,False,False,False,False,False,False,3217.55,94.25,1,1
72,False,True,False,False,False,False,False,False,False,False,4888.2,68.75,0,0
29,True,False,True,False,False,False,False,False,False,False,2440.25,85.8,1,0
33,False,False,False,True,True,True,True,True,True,True,620.55,20.1,0,0
1,False,False,False,True,True,True,True,True,True,True,20.35,20.35,0,0
62,True,False,True,False,False,False,False,False,False,False,6840.95,110.8,1,0
41,False,False,True,False,False,False,False,False,False,False,3001.2,73.0,1,1
64,True,False,False,False,False,False,False,False,False,False,6254.2,100.05,1,1
4,True,False,False,False,False,False,False,False,False,False,319.6,82.85,1,0
24,True,False,True,False,False,False,False,False,False,False,1938.05,84.35,1,0
14,False,False,False,True,True,True,True,True,True,True,294.5,19.55,0,0
3,False,False,False,True,True,True,True,True,True,True,58.3,19.95,0,0
4,True,False,False,False,False,False,False,False,False,False,442.85,99.8,1,1
18,False,False,True,False,False,False,False,False,False,False,553.0,35.0,1,1
8,False,False,True,False,False,False,False,False,False,False,546.45,66.25,1,0
35,False,True,False,True,True,True,True,True,True,True,797.1,23.3,0,0
1,True,False,True,False,False,False,False,False,False,False,76.0,76.0,0,1
66,False,True,False,True,True,True,True,True,True,True,1673.8,25.3,1,0
8,False,True,False,False,False,False,False,False,False,False,343.45,44.55,1,0
71,True,False,False,False,False,False,False,False,False,False,7412.25,104.1,1,0
43,True,False,False,False,False,False,False,False,False,False,4039.0,92.55,1,0
2,True,False,True,False,False,False,False,False,False,False,170.85,93.85,1,1
29,True,False,False,False,False,False,False,False,False,False,2948.6,101.45,1,0
15,True,False,True,False,False,False,False,False,False,False,1308.4,84.3,1,1
65,True,True,False,False,False,False,False,False,False,False,6078.75,94.55,0,0
35,True,False,True,False,False,False,False,False,False,False,3418.2,95.5,0,0
64,True,False,False,False,False,False,False,False,False,False,6603.8,100.3,1,0
58,False,True,False,False,False,False,False,False,False,False,3166.9,55.5,1,0
18,False,False,False,False,False,False,False,False,False,False,865.75,49.85,1,0
67,True,False,False,False,False,False,False,False,False,False,6373.1,89.55,1,0
63,False,True,False,True,True,True,True,True,True,True,1177.05,19.15,1,0
60,True,False,True,False,False,False,False,False,False,False,5985.75,99.8,1,0
9,True,False,False,False,False,False,False,False,False,False,732.5,84.4,1,1
70,True,True,False,False,False,False,False,False,False,False,7869.05,113.05,1,0
15,True,False,True,False,False,False,False,False,False,False,1504.05,101.1,1,1
48,False,False,False,True,True,True,True,True,True,True,936.7,19.95,0,0
12,False,False,True,False,False,False,False,False,False,False,741.4,74.15,1,0
71,True,False,True,False,False,False,False,False,False,False,6585.2,92.0,1,0
44,True,False,True,False,False,False,False,False,False,False,3122.4,73.85,0,0
1,False,False,True,False,False,False,False,False,False,False,50.45,50.45,1,1
45,False,True,False,True,True,True,True,True,True,True,1088.25,24.45,0,0
23,False,False,False,True,True,True,True,True,True,True,615.35,24.8,0,0
43,False,False,False,False,False,False,False,False,False,False,2908.2,64.85,1,0
35,False,False,False,True,True,True,True,True,True,True,739.9,20.75,0,0
9,False,False,False,False,False,False,False,False,False,False,593.85,68.95,1,0
12,True,False,False,False,False,False,False,False,False,False,1132.75,99.95,1,1
65,True,False,False,False,False,False,False,False,False,False,7227.45,109.4,1,0
2,True,False,True,False,False,False,False,False,False,False,193.6,91.4,1,1
27,False,False,False,False,False,False,False,False,False,False,1291.35,49.0,0,0
40,False,False,False,False,False,False,False,False,False,False,2023.55,50.25,1,0
5,True,False,False,False,False,False,False,False,False,False,349.65,75.55,1,1
8,False,False,False,True,True,True,True,True,True,True,153.95,19.9,0,0
58,True,False,False,False,False,False,False,False,False,False,5458.8,97.8,1,0
52,True,False,True,False,False,False,False,False,False,False,5244.45,100.3,0,0
3,False,False,False,False,False,False,False,False,False,False,154.55,55.8,1,0
41,True,True,True,False,False,False,False,False,False,False,4507.15,111.15,1,0
20,True,False,False,False,False,False,False,False,False,False,2031.95,98.55,1,0
1,False,False,True,False,False,False,False,False,False,False,50.05,50.05,1,0
4,True,False,False,False,False,False,False,False,False,False,332.45,80.8,0,1
23,False,False,True,True,True,True,True,True,True,True,473.9,20.85,0,0
6,False,False,False,True,True,True,True,True,True,True,106.8,19.5,0,0
8,False,False,False,True,True,True,True,True,True,True,152.6,19.35,1,0
18,False,False,False,False,False,False,False,False,False,False,1199.4,69.5,0,0
52,False,False,False,False,False,False,False,False,False,False,2555.05,48.8,1,0
31,True,False,True,False,False,False,False,False,False,False,2979.2,94.5,1,0
29,False,False,False,True,True,True,True,True,True,True,654.85,20.65,1,0
36,True,True,False,False,False,False,False,False,False,False,3834.4,106.05,1,0
16,True,False,True,False,False,False,False,False,False,False,1534.75,100.0,1,1
42,True,False,True,False,False,False,False,False,False,False,4586.15,108.3,1,0
1,False,False,True,True,True,True,True,True,True,True,20.55,20.55,0,1
60,True,True,True,False,False,False,False,False,False,False,5941.05,99.65,1,0
5,True,False,True,False,False,False,False,False,False,False,424.15,85.3,1,1
22,True,False,False,False,False,False,False,False,False,False,2234.95,95.9,0,0
36,False,False,False,True,True,True,True,True,True,True,666.75,20.0,0,0
4,True,False,True,False,False,False,False,False,False,False,281.0,70.4,0,1
9,False,False,False,False,False,False,False,False,False,False,547.8,64.95,0,0
1,True,False,False,False,False,False,False,False,False,False,74.6,74.6,0,0
12,False,False,True,False,False,False,False,False,False,False,571.15,49.2,1,0
23,False,False,False,False,False,False,False,False,False,False,1756.6,73.75,1,0
62,True,False,False,False,False,False,False,False,False,False,5731.45,92.3,1,0
37,True,False,False,False,False,False,False,False,False,False,3475.55,98.8,0,1
8,False,False,False,True,True,True,True,True,True,True,156.85,19.2,0,0
31,True,False,False,False,False,False,False,False,False,False,2683.2,88.65,0,0
13,True,False,False,False,False,False,False,False,False,False,896.75,74.4,1,1
24,True,False,True,False,False,False,False,False,False,False,2407.3,98.75,1,1
45,True,False,False,False,False,False,False,False,False,False,4456.65,95.95,1,0
69,True,True,False,False,False,False,False,False,False,False,6998.95,105.4,0,0
2,False,False,False,True,True,True,True,True,True,True,36.8,20.25,0,0
61,True,False,True,False,False,False,False,False,False,False,6547.7,106.0,1,1
41,True,False,True,False,False,False,False,False,False,False,4346.4,104.7,1,1
44,False,False,True,False,False,False,False,False,False,False,2265.0,49.05,1,0
39,False,False,False,False,False,False,False,False,False,False,1309.15,35.55,0,0
72,False,True,False,False,False,False,False,False,False,False,4754.3,65.1,1,0
13,True,False,True,False,False,False,False,False,False,False,1235.55,96.85,1,0
51,False,False,False,False,False,False,False,False,False,False,3562.5,69.75,1,0
71,True,True,True,False,False,False,False,False,False,False,7213.75,99.2,1,0
22,True,False,True,False,False,False,False,False,False,False,2082.95,96.7,1,1
2,False,False,False,False,False,False,False,False,False,False,102.75,55.05,1,1
56,True,False,True,False,False,False,False,False,False,False,5914.4,106.8,1,0
1,False,False,False,False,False,False,False,False,False,False,51.25,51.25,0,0
23,False,False,False,False,False,False,False,False,False,False,1282.85,57.75,1,0
66,False,False,False,False,False,False,False,False,False,False,4738.85,70.85,1,0
1,False,False,False,True,True,True,True,True,True,True,19.55,19.55,0,0
19,True,False,True,False,False,False,False,False,False,False,1775.8,88.2,1,1
11,True,False,False,False,False,False,False,False,False,False,795.65,79.5,1,0
8,False,False,False,True,True,True,True,True,True,True,145.0,19.75,1,1
52,True,False,False,False,False,False,False,False,False,False,4993.4,98.15,0,0
3,False,False,True,True,True,True,True,True,True,True,61.45,20.25,1,0
51,True,False,False,False,False,False,False,False,False,False,4018.55,79.15,1,0
15,True,False,True,False,False,False,False,False,False,False,1146.65,75.65,0,1
64,True,False,True,False,False,False,False,False,False,False,6081.4,94.25,1,0
37,False,False,False,False,False,False,False,False,False,False,1478.85,40.2,1,0
13,False,True,False,True,True,True,True,True,True,True,243.65,19.95,0,0
49,False,False,True,False,False,False,False,False,False,False,2633.95,55.35,1,0
45,True,False,False,False,False,False,False,False,False,False,4735.35,102.15,1,0
18,True,False,True,False,False,False,False,False,False,False,1247.75,71.1,1,0
1,True,False,True,False,False,False,False,False,False,False,74.7,74.7,1,1
68,False,True,False,False,False,False,False,False,False,False,3794.5,54.1,1,0
54,False,True,False,True,True,True,True,True,True,True,1008.7,19.65,0,0
23,True,False,False,False,False,False,False,False,False,False,2130.55,88.45,1,0
17,True,False,True,False,False,False,False,False,False,False,1313.55,76.65,1,1
71,False,True,False,False,False,False,False,False,False,False,5727.15,80.4,0,0
67,False,True,False,True,True,True,True,True,True,True,1372.9,19.25,1,0
14,True,False,True,False,False,False,False,False,False,False,1203.9,84.8,1,0
1,False,False,False,False,False,False,False,False,False,False,25.8,25.8,1,1
63,False,True,False,True,True,True,True,True,True,True,1215.1,19.5,0,0
41,False,False,True,False,False,False,False,False,False,False,2877.05,68.6,1,0
17,True,False,True,False,False,False,False,False,False,False,1579.7,92.6,0,0
56,True,False,True,False,False,False,False,False,False,False,5514.95,100.55,1,0
5,False,False,False,True,True,True,True,True,True,True,96.1,20.55,0,0
2,False,False,True,False,False,False,False,False,False,False,72.4,42.6,1,1
3,False,False,False,True,True,True,True,True,True,True,55.25,19.6,1,0
37,False,False,True,False,False,False,False,False,False,False,2443.3,67.45,0,0
29,False,False,False,False,False,False,False,False,False,False,1970.5,68.85,1,1
8,False,False,False,False,False,False,False,False,False,False,335.4,43.55,0,0
63,True,False,False,False,False,False,False,False,False,False,7002.95,109.85,1,0
7,False,False,False,True,True,True,True,True,True,True,158.95,20.65,0,0
3,True,False,True,False,False,False,False,False,False,False,293.15,95.4,0,0
72,False,True,False,True,True,True,True,True,True,True,1493.75,21.0,0,0
19,False,False,True,False,False,False,False,False,False,False,1093.4,56.2,1,0
59,False,True,False,True,True,True,True,True,True,True,1057.85,18.4,0,0
2,True,False,False,False,False,False,False,False,False,False,190.05,90.0,0,1
35,False,False,True,True,True,True,True,True,True,True,882.55,25.75,1,0
14,False,False,False,True,True,True,True,True,True,True,300.4,19.6,0,0
14,True,False,True,False,False,False,False,False,False,False,1025.95,75.35,0,1
69,False,True,False,True,True,True,True,True,True,True,1436.95,19.8,0,0
7,False,False,True,False,False,False,False,False,False,False,475.0,64.2,0,0
69,False,True,False,False,False,False,False,False,False,False,5388.15,75.75,1,0
72,False,True,True,False,False,False,False,False,False,False,5730.15,78.95,1,0
8,True,False,True,False,False,False,False,False,False,False,819.55,100.85,0,1
4,False,False,True,False,False,False,False,False,False,False,217.1,50.3,0,0
63,True,False,False,False,False,False,False,False,False,False,4896.35,80.3,1,0
72,False,True,False,True,True,True,True,True,True,True,1434.1,19.85,0,0
46,False,True,True,True,True,True,True,True,True,True,937.1,21.1,1,0
5,True,False,True,False,False,False,False,False,False,False,330.15,69.95,0,1
30,False,False,False,False,False,False,False,False,False,False,1474.9,50.0,1,0
63,True,True,False,False,False,False,False,False,False,False,6536.5,104.75,1,0
60,False,True,False,True,True,True,True,True,True,True,1128.1,19.85,0,0
63,True,False,True,False,False,False,False,False,False,False,6873.75,107.5,1,1
25,True,False,True,False,False,False,False,False,False,False,2199.05,85.9,0,0
1,False,False,False,False,False,False,False,False,False,False,45.85,45.85,1,1
6,True,False,True,False,False,False,False,False,False,False,457.1,80.8,1,0
22,False,True,False,True,True,True,True,True,True,True,566.5,25.25,0,0
31,False,True,False,False,False,False,False,False,False,False,2471.6,80.55,0,0
39,True,False,False,False,False,False,False,False,False,False,3107.3,81.5,1,0
26,False,False,False,True,True,True,True,True,True,True,518.3,20.9,0,0
53,True,False,False,False,False,False,False,False,False,False,5769.75,106.1,1,1
1,True,False,True,False,False,False,False,False,False,False,91.7,91.7,0,1
12,False,False,True,False,False,False,False,False,False,False,832.3,67.25,1,0
16,True,False,False,False,False,False,False,False,False,False,1555.65,95.6,1,1
2,False,False,False,True,True,True,True,True,True,True,45.3,20.35,0,0
39,False,False,False,False,False,False,False,False,False,False,1790.6,45.05,0,0
1,True,False,True,False,False,False,False,False,False,False,74.95,74.95,1,1
7,False,False,False,False,False,False,False,False,False,False,246.6,34.65,0,0
4,True,False,True,False,False,False,False,False,False,False,261.65,69.35,0,0
10,True,False,True,False,False,False,False,False,False,False,898.35,95.35,1,1
55,True,False,True,False,False,False,False,False,False,False,4509.5,81.55,1,0
72,False,True,False,False,False,False,False,False,False,False,5480.25,75.4,1,0
10,False,False,False,False,False,False,False,False,False,False,653.15,67.8,1,0
11,True,False,True,False,False,False,False,False,False,False,1183.05,111.4,1,0
15,False,False,True,False,False,False,False,False,False,False,639.45,46.3,0,0
23,False,True,False,True,True,True,True,True,True,True,478.75,20.4,0,0
1,False,False,False,True,True,True,True,True,True,True,20.05,20.05,0,0
3,False,False,True,False,False,False,False,False,False,False,127.1,45.0,0,1
47,True,False,True,False,False,False,False,False,False,False,4391.45,96.1,1,0
15,False,False,False,True,True,True,True,True,True,True,270.6,19.65,0,0
66,True,False,True,False,False,False,False,False,False,False,6710.5,99.5,0,1
68,False,False,False,False,False,False,False,False,False,False,3975.9,60.65,1,0
17,True,False,False,False,False,False,False,False,False,False,1704.95,98.6,0,1
7,False,False,False,False,False,False,False,False,False,False,415.95,59.5,1,1
12,True,False,True,False,False,False,False,False,False,False,950.2,80.45,1,1
21,False,False,False,False,False,False,False,False,False,False,1497.05,71.7,0,0
21,False,False,False,False,False,False,False,False,False,False,780.15,36.0,1,0
56,False,False,False,False,False,False,False,False,False,False,3512.15,65.2,0,0
6,False,False,False,False,False,False,False,False,False,False,273.25,48.95,1,0
65,False,True,False,False,False,False,False,False,False,False,3517.9,53.5,1,0
42,False,False,False,False,False,False,False,False,False,False,3375.9,80.45,0,0
68,True,True,False,False,False,False,False,False,False,False,7508.55,109.05,1,0
48,False,True,False,True,True,True,True,True,True,True,1245.05,26.3,0,0
50,True,False,True,False,False,False,False,False,False,False,5347.95,106.8,1,0
7,False,False,True,False,False,False,False,False,False,False,493.65,64.95,1,0
63,False,True,True,True,True,True,True,True,True,True,1263.85,19.35,0,0
17,False,False,False,True,True,True,True,True,True,True,385.55,21.1,0,0
42,True,False,False,False,False,False,False,False,False,False,3384.0,77.95,1,1
4,False,False,False,True,True,True,True,True,True,True,84.2,18.85,0,0
62,False,True,False,True,True,True,True,True,True,True,1638.7,26.0,0,0
2,True,False,True,False,False,False,False,False,False,False,165.4,74.7,1,1
2,True,False,True,False,False,False,False,False,False,False,120.25,70.35,1,0
48,True,True,False,False,False,False,False,False,False,False,4473.45,96.9,1,0
27,False,True,False,True,True,True,True,True,True,True,520.55,19.55,0,0
70,False,True,False,False,False,False,False,False,False,False,5717.85,80.4,1,0
1,True,False,True,False,False,False,False,False,False,False,88.8,88.8,1,1
46,True,False,True,False,False,False,False,False,False,False,4312.5,94.65,1,0
30,True,False,True,False,False,False,False,False,False,False,2755.35,90.25,1,1
15,False,False,False,False,False,False,False,False,False,False,994.55,64.65,1,1
69,True,False,False,False,False,False,False,False,False,False,6511.25,95.75,0,0
65,False,True,False,True,True,True,True,True,True,True,1218.65,19.55,1,0
72,True,True,False,False,False,False,False,False,False,False,7447.7,104.1,1,0
13,True,False,False,False,False,False,False,False,False,False,1169.35,89.05,1,1
17,False,False,False,True,True,True,True,True,True,True,279.5,20.1,1,0
51,True,False,True,False,False,False,False,False,False,False,5720.35,111.55,1,0
51,False,True,False,False,False,False,False,False,False,False,3121.45,60.5,0,0
72,False,True,False,False,False,False,False,False,False,False,6468.6,90.95,1,0
67,True,False,True,False,False,False,False,False,False,False,5918.8,87.4,0,1
34,False,False,False,True,True,True,True,True,True,True,675.6,19.7,0,0
67,False,True,False,False,False,False,False,False,False,False,3521.7,50.95,1,0
49,False,False,False,True,True,True,True,True,True,True,923.1,20.05,1,0
53,False,True,False,True,True,True,True,True,True,True,1110.35,19.4,1,0
27,False,False,True,False,False,False,False,False,False,False,1611.65,59.45,0,0
23,True,False,True,False,False,False,False,False,False,False,2293.6,94.75,1,1
69,False,True,False,False,False,False,False,False,False,False,5553.25,81.5,1,0
2,False,False,False,False,False,False,False,False,False,False,44.75,29.05,0,0
35,True,False,True,False,False,False,False,False,False,False,3029.1,86.45,1,1
46,False,False,False,False,False,False,False,False,False,False,3231.05,70.6,0,0
54,True,True,False,False,False,False,False,False,False,False,5129.45,97.2,1,0
56,True,False,True,False,False,False,False,False,False,False,5508.35,98.25,1,1
9,True,False,False,False,False,False,False,False,False,False,655.9,75.75,1,1
20,False,False,False,False,False,False,False,False,False,False,1191.2,59.2,0,0
11,True,False,False,False,False,False,False,False,False,False,866.4,75.9,1,0
30,True,False,True,False,False,False,False,False,False,False,2627.2,90.05,1,0
68,False,True,False,False,False,False,False,False,False,False,4741.45,70.95,0,0
38,True,False,True,False,False,False,False,False,False,False,4009.2,102.6,1,0
17,True,False,False,False,False,False,False,False,False,False,1463.45,85.35,1,1
48,True,False,False,False,False,False,False,False,False,False,5082.8,106.1,1,1
1,False,False,True,False,False,False,False,False,False,False,43.8,43.8,0,0
63,False,True,True,False,False,False,False,False,False,False,3707.6,59.0,0,0
3,False,False,True,False,False,False,False,False,False,False,220.45,69.95,1,0
48,False,False,False,True,True,True,True,True,True,True,1133.7,24.35,0,0
66,False,False,False,False,False,False,False,False,False,False,1983.15,29.45,0,0
68,True,True,False,False,False,False,False,False,False,False,5746.75,84.4,1,0
17,False,False,True,False,False,False,False,False,False,False,770.6,45.05,1,1
7,False,False,False,True,True,True,True,True,True,True,134.05,20.65,0,0
72,False,True,False,False,False,False,False,False,False,False,6230.1,87.1,1,0
29,False,False,False,True,True,True,True,True,True,True,573.05,19.85,0,0
37,True,False,True,False,False,False,False,False,False,False,3419.3,90.35,1,0
34,True,False,False,False,False,False,False,False,False,False,3587.25,109.8,1,1
42,True,False,True,False,False,False,False,False,False,False,3541.35,84.65,1,1
59,False,False,False,False,False,False,False,False,False,False,3801.3,65.5,0,0
11,True,False,False,False,False,False,False,False,False,False,868.5,79.5,1,1
60,True,False,True,False,False,False,False,False,False,False,4859.1,80.95,1,0
27,False,False,False,False,False,False,False,False,False,False,1439.35,56.15,1,0
1,True,False,False,False,False,False,False,False,False,False,85.8,85.8,0,1
1,True,False,True,False,False,False,False,False,False,False,79.1,79.1,1,1
17,False,False,False,False,False,False,False,False,False,False,592.75,34.4,0,0
58,False,True,False,True,True,True,True,True,True,True,1185.95,20.75,0,0
1,False,False,False,True,True,True,True,True,True,True,18.8,18.8,0,0
3,False,False,False,False,False,False,False,False,False,False,134.5,44.3,0,1
53,True,False,True,False,False,False,False,False,False,False,4921.2,90.8,0,0
35,False,False,True,True,True,True,True,True,True,True,901.25,25.6,1,0
50,True,False,False,False,False,False,False,False,False,False,5341.8,105.95,0,1
68,False,True,False,False,False,False,False,False,False,False,4859.95,70.8,0,0
47,False,False,True,True,True,True,True,True,True,True,1139.2,25.4,0,0
65,True,False,False,False,False,False,False,False,False,False,7082.45,108.8,1,0
5,True,False,True,False,False,False,False,False,False,False,324.6,69.75,1,1
51,True,False,True,False,False,False,False,False,False,False,4812.75,94.65,1,1
46,True,False,False,False,False,False,False,False,False,False,4399.5,96.05,0,1
9,True,False,True,False,False,False,False,False,False,False,663.55,76.85,1,0
8,False,True,False,True,True,True,True,True,True,True,174.65,20.25,0,0
14,False,False,False,True,True,True,True,True,True,True,321.7,24.8,1,0
45,True,False,True,False,False,False,False,False,False,False,5125.5,115.65,1,0
8,True,False,False,False,False,False,False,False,False,False,548.9,74.6,1,0
1,False,False,False,False,False,False,False,False,False,False,50.15,50.15,1,1
66,True,False,False,False,False,False,False,False,False,False,7031.3,103.15,1,0
72,False,True,False,False,False,False,False,False,False,False,5016.65,72.1,0,0
41,True,False,False,False,False,False,False,False,False,False,4594.95,113.6,1,1
23,False,True,False,True,True,True,True,True,True,True,611.45,25.1,0,0
29,True,False,True,False,False,False,False,False,False,False,2384.15,78.9,1,1
4,True,False,True,False,False,False,False,False,False,False,319.85,80.15,1,0
6,False,True,False,True,True,True,True,True,True,True,153.3,25.4,0,0
67,True,False,False,False,False,False,False,False,False,False,7035.6,105.4,1,0
7,False,False,False,False,False,False,False,False,False,False,344.2,45.75,1,0
56,False,False,False,True,True,True,True,True,True,True,1431.65,24.45,1,0
72,False,True,False,True,True,True,True,True,True,True,1849.2,25.0,0,0
72,False,True,True,False,False,False,False,False,False,False,6083.1,85.25,1,0
